MATCH	Form	Root	Nominal_class	Meaning_de	Pages	Coptic_S	Coptic_B	Coptic_A	Coptic_A2	Coptic_Fs	Coptic_F	Coptic_M	Coptic_Sf	Coptic_O	Coptic_H	Coptic_Sa	Coptic_V	Coptic_ManiHPK	Coptic_Mf	Coptic_Sh	Coptic_Bf	Coptic_Copt_undefined
1068	*n(u)b'e/iꜣ	nbꜣ	AuB'iC	Spindel; Stange	228, 403, 531	ⲙⲡⲁⲓ	ⲙⲃⲁⲓ	ⲗⲃⲉⲓ														
1069	*n(u)b'i:ꜣv(j)	nbꜣ		für eine Tragstange bestimmt	316, 785	-ⲙⲡⲉⲓ, -ⲛⲡⲓ																
1070	nḏ	nḏ		Webstuhl	356, 436																	
1072	nḏ	nḏ			803	ⲛⲟⲩⲧ	ⲛⲟⲩⲧ	ⲛⲟⲩⲧ			ⲛⲟⲩⲧ											
1073				werfen	no etym 265	ⲛⲟⲩϫⲉ																
1075	nḏḫ	nḏḫ		besprengen; aussprengen	230, 401		ⲛⲟⲩϧϫ, ⲛⲟⲩϫϧ															
1076	*n'e/uḏḫvt	nḏḫ		Überbleibsel; Ausgeschüttetes	230, 401		ⲛⲉϧϫⲓ															
1077	*n'a:ḏvm	nḏm	A'a:BiC	süss; angenehm	128	ⲛⲟⲩⲧⲉⲙ																
1078	*n'e/ifwv(j)	nfw		Schiffer	317, 434	ⲛⲉⲉϥ	ⲛⲉϥ	ⲛⲉⲉϥ			ⲛⲏⲏⲃ, ⲛⲏⲏϥ											
1079	*n'i:fvw	nf	A'iBCaw	Hauch; Wind; Nebel	82	ⲛⲓϥ	ⲛⲓϥ				ⲛⲓϥ											
1081	*n'afvr	nfr	A'a:BiC	schön; gut	128	ⲛⲟⲩϥⲉ																
1083	*n'afrvt	nfr	A'aBCat	gut; Gutes; Nutzen; Vorteil	129	ⲛⲟϥⲣⲉ																
1086	*n'eh(jvy)	nh	AuB'iC; A'iBCaw 	Spreu	232, 400		ⲛⲉϩ															
1087	nhj	nhj	A'a:Baj/w	abschütteln	38, 232, 364, 457	ⲛⲟⲩϩⲉ																
1089	*n'eh(jvy)	nh	AuB'iC; A'iBCaw 	Spreu	232, 400		ⲛⲉϩϥ															
1092	*n'e:ḥvḥ	nḥḥ		Öl	456	ⲛⲉϩ	ⲛⲉϩ	ⲛⲏϩ	ⲛⲏϩ		ⲛⲉϩ	ⲛⲉϩ			ⲛⲏϩ							
1093	*n'a:w(i)ḥ	nwḥ	A'a:BiC	Seil; Strick	124, 317	ⲛⲟⲩϩ																
1094	*n'aḥbvt	nḥb	A'aBCat	Nacken; Hals; Schulter	124	ⲛⲁϩⲃⲉ			ⲛⲁϩⲃⲉ													
1096	*n'aḥbv(y)	nḥb	A'aBCaw	Joch	170			ⲛⲁϩⲃϥ														
1098	*n'u:wvt	nw		Stadt; Theben	378	ⲛⲏ																
1100	*n'i:mvꜥ	nmꜥ	A'i:BiC	schlafen	50, 461	ⲛⲏⲃ, ⲛⲏⲙ	ⲛⲓⲙ	ⲛⲏⲃ	ⲛⲏⲃ		ⲛⲏⲃ	ⲛⲏⲃ										
1107	*n'a:rvt	nr		Geier	757	ⲛⲟⲩⲣⲉ																
1108	*p(a)jp'i:(jej/y)	pjp		Ziegelformer	337	ⲡⲁⲡⲉⲓⲧ																
1109	*pvjp'i:(jvj/y)	pjp	AaB'i:Cij/w	Ziegelstreicher	193, 337, 492	ⲡⲁⲡⲉⲓⲧ, ⲡⲉⲡⲓ																
1110	pjpj	pjpj	A'aBCaj/w	Ziegel formen	39, 193	ⲡⲱⲱⲡⲉ																
1112	*p'e/it	pt	AuB'Cit	Himmel	232, 408, 652	ⲡⲉ	ⲫⲉ				ⲡⲏ	ⲡⲏ			ⲡⲏ							
1115	*p'e/uꜣjv(y)	pꜣj	A'uBCiw	Floh	177, 458, 495	ⲡⲏⲓ	ⲫⲉⲓ, ⲫⲏⲓ															
1116	*p'aj	pj	AiB'aC	Schilfmatte; Untersatz	158	ⲡⲟⲓ																
1118	*p'i:ḏ(a)t	pḏt	A'aBCat	Bogen	122, 463																	
1119	pds	pds		spalten; zerbrechen; abtrennen	230	ⲡⲱⲧⲥ																
1121	*p'egꜣvw	pgꜣ	A'iBCaw	Luftloch	244	ⲡⲁⲕ																
1122	*p'egꜣvt	pgꜣ	A'uBCit	Stück	230, 438, 889		ⲫⲁϫⲓ, ϫⲉⲡⲓ															
1124	*p'agꜣvt	pgꜣ	A'aBCat	Teil; Stück	223, 793, 889	ⲡⲟϭⲉ																
1125	*p'agꜣv(w)	pgꜣ	A'aBCiw	Kampfplatz	236, 816	ⲡⲁⲕ, ⲡⲟϭⲉ																
1127	*p'aḥwvj	pḥw	AaB'aC	Hinderteil; Ende	220, 420			ⲡⲁϩⲟⲩ														
1131	ptḫ	ptḫ		(sich) niederwerfen; beugen; (refl.:) niederfallen	68	ⲡⲱϩⲧ																
1132	*p'aẖrvt	pẖr	A'aBCat	Heilmittel; Medikament; Farbstoff	124			ⲡⲁⳉⲣⲉ														
1134	*p'aḫꜣvt	pḫꜣ	A'aBCat	Zerrissenes; Kadaver; Jagdbeute	223			ⲡⲁⳉⲥ														
1135	*p'aḫꜣvy	pḫꜣ	A'aBCiw	Falle	236, 889	ⲡⲁϣ	ⲫⲁϣ	ⲡⲁϣ														
1136	*p'e/uḫꜣvt	pḫꜣ	A'uBCit	Hlzscheit; Block; Bruchstück; Fetzen	230, 401, 436, 458	ⲡⲁϩⲉ																
1137	*pvḫ'e/iꜣwvt	pḫꜣw	A'uBCit	Hlzscheit; Block; Bruchstück; Fetzen	230, 401, 436, 458	ⲡⲟⲟϩⲉⲩⲉ																
1138	*p'aḫꜣvy	pḫꜣ	A'aBCiw	Sprosse	236	ⲡⲟⲉⲓϣ																
1139	*p'aḫꜣvy	pḫꜣ	A'aBCiw	Planke	236		ⲫⲟϧⲉⲛ, ⲫⲱϧⲉⲛ															
1140	*p'aḫꜣvy	pḫꜣ	A'aBCiw	Falle	236, 889	ⲡⲁϣϥ		ⲡⲁⲥⳉϥ, ⲡⲁϣϥ, ⲡⲁⳉϥ														
1141	*p'e/uḫꜣvt	pḫꜣ	A'uBCit	Hlzscheit; Block; Bruchstück; Fetzen	230, 401, 436, 458		ⲫⲏϧⲓ															
1142	pḫA	pḫA		brechen; spalten; teilen; zerreissen	120, 223	ⲡⲱϩ	ⲫⲱϧ															
1143	*p'esgvt	psg	A'uBCit	Speichel	230	ⲡⲁϭⲥⲉ																
1145	*p'a:nvn	pnn	A'a:BaB	ausgiessen, fliessen	37	ⲡⲱⲛ	ⲫⲱⲛ															
1146	*p'anqv(w)	pnq	A'aBCaw	Becher; Glas	170	ⲡⲟⲛⲕϥ																
1148	*p'anꜥvt	pnꜥ	A'aBCut	Bewegung; Schwanken	67	ⲡⲟⲟⲛⲉⲥ																
1149	*p'a:nvꜥ	pnꜥ		wenden	67, 502	ⲡⲱⲱⲛⲉ		ⲡⲟⲩⲛⲉ														
1151	*p(u)r'e/ut	prt	AuBC'ut	Frucht; Same; Korn; Speise	148, 414, 415, 416, 637, 693	ⲃⲉⲣⲉⲓ, ⲃⲣⲁⲓ, ⲃⲣⲉ, ⲃⲣⲉⲉⲓ, ⲉⲃⲣⲁ																
1153	*p'ar(wvy)	pr	A'aBCuw	Wachstum	69			ⲡⲁⲩⲣⲉ	ⲡⲁⲩⲣⲉ													
1154	*p'e/irjvt	prj		aufblühen; aufgehen	69, 178, 486, 844, 857	ⲡⲣⲣⲉ		ⲡⲣⲣⲉⲓⲉ, ⲡⲣⲣⲓⲉ	ⲡⲣⲣⲉⲓⲉ, ⲡⲣⲣⲓⲉ													
1155	*pvrj'e:(y)vt	prj	AuBC'i:wvt	Spross	178		ⲫⲓⲏ															
1157	*p'e/irjvt	prj		aufblühen; aufgehen	69, 178, 486, 844, 857	ⲡⲉⲓⲣⲉ																
1158	*pvr'a:(w)vt	pr	AiB'a:Cat	Zeit des Spriessens'; Winterjahreszeit; Winter	107	ⲡⲣⲱ																
1159	*p'e/uly.vw	ply.		Bohnen	12, 380, 434		ⲫⲉⲗ															
1160	*p(a)l'ag	plg	AaB'aC	Teil; Stück	221, 782	ⲡⲗⲟϭ																
1161	*p'elgv(y)	plg	A'iBCaw	zerrissenes Gewand; Lumpen; Fetzen	244	ⲡⲗϭⲉ																
1162	*p'algvt	plg	A'aBCat	Brocken; Klumpen	222, 772, 782	ⲡⲟⲗϭⲥ																
1163	plg	plg		teilen; trennen o.ä.; abreissen	221, 222, 228, 244	ⲡⲱⲗϭ																
1164	*pvl'eg	plg	AuB'iC	Brocken; Klumpen	228		ϭⲗⲁⲡ															
1165				Abzweigung; Kanal o.ä	no etym 351	ⲡⲣⲁϣ																
1166	prḫ	prḫ		ausbreiten	223, 763	ⲡⲱⲣϣ																
1167	*p'arḫvt	prḫ	A'aBCat	Matte; Tafel; Tisch; Fläche; Deckel	223		ⲫⲟⲣϣⲓ															
1168	*pvr'e:ḫv(y)	prḫ	AuB'i:Ciw	Decke o.ä.; Matte; Mantel	249, 461	ⲡⲣⲏϣ, ⲡⲣⲁϣ	ⲫⲣⲏϣ	ⲡⲣⲏⳉ			ⲡⲣⲏϣ, ⲡⲣⲁϣ											
1169	*p'arqv(y)	prq	A'aBCiw	Mantel; Harnisch; Segel	236	ⲡⲟⲣⲕ																
1170	prq	prq		ausreissen	236	ⲡⲱⲣⲕ																
1172	prḏ	prḏ		trennen	42				ⲡⲱⲣϫ													
1175	*p'asjv(y)	psj	A'aBCiw	gebacken	238	ⲡⲟⲥⲉ, ⲡⲟⲥⲉⲛ																
1180	*p'ešnvt	pšn	A'iBCat	Dienst; Ordination	80	ⲡⲁϣⲛⲉ																
1181	pšn	pšn		dienen; weihen; in ein Amt einführen; ordinieren; zum Priester weihen	65, 80	ⲡⲱϣⲛ																
1182	*p'ašnv(y)	pšn	A'aBCuw	Ordination	65		ⲫⲟϣⲛⲉϥ															
1183	*p'ešnvt	pšn	A'iBCat	Dienst; Ordination	80	ⲡⲁϣⲛⲉⲥ																
1184	*p'e/usšvt	psš	A'uBCit	Hälfte; Teil	230, 386	ⲡⲁϣⲉ, ⲡⲓϣⲉ																
1187	ptḥ	ptḥ		bilden; formen; gravieren	652, 763	ⲡⲱⲧϩ	ⲫⲱⲧϩ															
1191	*p'aꜣ(j)vw	pꜣ	A'aBCaw	Vogel; Küken; Huhn	168, 305	ⲡⲟⲓ																
1192	*p'e/iꜣjvt	pꜣj		springen	404, 432, 670, 688, 879	ⲡⲉ	ⲫⲉⲓ				ⲡⲏⲓ		ⲡⲏⲏⲓ									
1195	*p'e/iꜣḫvt	pꜣḫ	A'iBCat	Kratzen'; eine Hautkrankheit	80, 460, 423	ⲡⲁⲓϣⲉ, ⲡⲓϣⲉ, ⲡⲓϩⲉ	ⲫⲁⲓϣⲓ															
1196					80, 460, 423																	
1197	*p'eꜣḫvj/y	pꜣḫjy		Melone	401	ⲡⲉⲉϩ	ⲫⲉϧ															
1198	*p'e/iꜣqvt	pꜣq	A'iBCit	dünn werden	55, 369, 427, 602	ⲡⲁⲁⲕⲉ, ⲡⲁⲕⲉ																
1199	*p'aꜣqv(j)	pꜣq	A'aBCiD	dünner Fladen; dünne Platte; Vlies; Art Tuch oder Gewand	126	ⲡⲟⲕϥ																
1201	*q'e/u < *q'e/uj	q < qj		Gestalt, Äusseres; Art	406									ϭⲁ, ⲕⲁⲉ								
1203	qbb	qbb	AaB'aC	kühl werden; Kühle; Ruhe; Abend	46, 264	ⲕⲃⲟ	ⲭⲃⲟⲃ															
1205	*q'ebb(a)w	qbbw	A'iBCaw	Kühle; kühle Luft; kühler Wind	83		ⲭⲃⲱⲟⲩ		ⲕⲃⲃⲉ													
1206					46, 264																	
1208	*q'e/ibj/yvt	qbjy	AaB'iCj/wat	Art Krug	194, 429, 474		ⲕⲁⲃⲓ, ⲕⲏⲃⲓ															
1212	*q'i:dvt	qd	A'iBCat	Schlaf	83	ⲕⲓⲧⲉ																
1216	*qvd'a(yy)vt	qd	AaB'aCwvt	Boot	187	ⲕⲁⲧⲟ																
1220	*q'ad	qd	AaB'aC	Drehung; Besuch; Rad; Korb	44, 358	ⲕⲟⲧ	ⲕⲟⲧ															
1221	*qvd'e:/u:(wuw)	qd	AaB'u:Cuw	Kehrtwendung; Zusammendrängen	98, 499	ⲕⲧⲏ																
1222					578			ⲕⲧⲟ														
1223	qdw	qdw	A'a:B(a)C	herumgehen	38, 98, 187	ⲕⲱⲧⲉ																
1226	*jvq'a:dvw	jqd	AaB'a:Cuw	Töpfer; Maurer; Erbauer	184, 383	ⲉⲕⲱⲧ	ⲉⲕⲱⲧ				ⲉⲕⲱⲧ											
1227	qd	qd		bauen;  schaffen	45, 214	ⲕⲱⲧ																
1228	*q'a:dv(y)	qd	A'a:BaC	Gebäude; Regel	214	ⲕⲱⲧ, ⲕⲱⲧⲉ																
1229	*q'ad	qd	AaB'aC	Beschaffenheit; Art; Gestalt	45	ϭⲟⲧ																
1230	gwḏ	gwḏ		Saflor; Färberdistel	633	ϭⲟⲩϫ, ϭⲱϫ	ϫⲟⲩϫ															
1234	*q'anfvw	qnf	A'aBCaw	Bäcker; ein Berug	167	ⲕⲟⲛϥ																
1235	qꜣḥ	qꜣḥ		bändigen; ebnen; (Qual.:) gewohnt sein	71, 679	ⲕⲱϩ																
1238	*q'aḥ(y)vt	qḥ	A'aBCut	Gewohnheit	71		ⲕⲁϩⲥ															
1239	*q'ajsvw	qjs	A'aBCiw	Erbrochenes	237		ⲭⲟⲥ															
1240	*q'e/imqvm	qmqm	A'iBCiD	pauken, ein Musikinstrument spielen/schlagen	54, 379, 386	ⲕⲙⲕⲙ, ⲕⲟⲩⲕⲉⲙ, ⲕⲟⲩⲕⲙ	ⲕⲉⲙⲕⲉⲙ				ⲕⲟⲩⲕⲉⲙ, ⲕⲟⲩⲕⲙ											
1242	*q'amꜣvw	qmꜣ	A'aBCaw	Schöpfer	167									ⲹⲟⲙ								
1243	qmA	qmA	A'i:BiC	(sich) bewegen	50, 742	ⲕⲓⲙ	ⲕⲓⲙ	ⲕⲓⲙ	ⲕⲓⲙ		ⲕⲓⲙ	ⲕⲓⲙ			ⲕⲓⲙ							
1244	*m'aqmvꜣ	mqmꜣ	m'aABaD	Wurfgabel	206						ⲙⲁⲧⲉⲙ											
1246	*q'e/umꜣv(y)	qmꜣ		Binse	13, 176, 377	ⲕⲁⲙ	ⲕⲁⲙ															
1247	*q'anj'=	qnj=		Schoss; Busen	357, 366, 464, 501, 505, 514, 871	ⲕⲟⲩⲛ'=		ⲕⲟⲛ'=, ⲕⲟⲟⲛ'=			ⲕⲟⲩⲛ'=											
1251	*q'e/injvt	qnj	A'iBj/wit	fett, süss werden	52, 486	ⲕⲛⲛⲉ	ⲕⲉⲛⲓ	ⲕⲛⲉⲓⲉ, ⲕⲛⲛⲓⲉ			ⲕⲏⲛⲛⲓ											
1252	*qvn'e/iwvw	qnw		Grabe	426	ⲕⲛⲁⲁⲩ	ⲭⲛⲁⲩ	ⲕⲛⲟ			ⲕⲛⲉⲩ											
1255	*q'e/indvt	qnd	A'iBCat	Zorn; Grimm	84, 386						ϫⲉⲛϯ, ϫⲓⲛϯ											
1258	*q'enḥvt	qnḥ		Hauswinkel; Schrein	399	ⲕⲛϩⲉ	ⲕⲉϩⲛⲓ		ⲕⲛϩⲉ													
1262	*q'ewqvt	qwq	A'uBCit	Rinde; Schuppe	231	ⲕⲟⲩⲕⲉ	ⲕⲏⲕⲥ															
1263	qwq	qwq		abschälen	231, 244	ⲕⲱⲕ																
1266	qll	qll		(sich)zusammenrollen; (sich) umwenden u.ä.	296		ⲕⲱⲗ, ϫⲱⲗ															
1267				sich herumdrehen; sich wälzen; steil abfallen (von Berg); rollen; wälzen	no etym 127, 517	ⲥⲕⲟⲣⲕⲣ																
1268	*qv(ꜣ)l'a:lv(y)	qll		Locke	296		ⲕⲉⲗⲱⲗ															
1270	*q'erfv(y)	qrf	A'iBCaw	Augenlid	244		ⲕⲉⲗϥⲓ															
1271	*qvr'eftvt	qrft		Kapuze	337	ⲕⲗⲁϥⲧ																
1272	*qvr'af	qrf	AaB'aC	List	43, 358, 359	ⲕⲣⲟϥ		ⲕⲣⲁϥ														
1273	qrf	qrf		krümmen	43	ⲕⲱⲣϥ																
1274	*q'elhvt	qlh	A'iBCat	Schlag	81	ⲕⲗϩⲉ																
1275	qlh	qlh		schlagen	81	ⲕⲱⲗϩ																
1276	*qvr'aḥtvt	qrḥt		Topf	337	ϭⲁⲗⲁϩⲧ, ϭⲁⲗⲁϩⲧⲉ		ϭⲁⲗⲁϩⲧ, ϭⲁⲗⲁϩⲧⲉ														
1278	*q'ermvt	qrm		Asche; Staub	330, 331, 337	ⲕⲉⲣⲙⲉ, ⲕⲣⲙⲉ		ⲕⲉⲣⲙⲉ, ⲕⲣⲙⲉ														
1279	qrm	qrm		Qualm	337	ⲕⲱⲣⲙ																
1280	*q'ermvt	qrm		Asche; Staub	330, 331, 337	ⲕⲣⲙⲧⲥ	ⲭⲣⲉⲙⲧⲥ	ⲕⲣⲙⲧⲥ														
1281	*q'ermvt	qrm		Asche; Staub	330, 331, 337	ⲕⲣⲙⲉⲥ		ⲕⲣⲙⲉⲥ														
1282	qrmrm	qrmrm	AiB'iCDiE	murmeln	57	ⲕⲣⲙⲣⲙ																
1285	*qvl'al(y)vt	qll		Wolke	297	ⲕⲗⲟⲟⲗⲉ		ⲕⲗⲟⲟⲗⲉ														
1286	*qvr'a:rv(j/w)	qrr		Frosh	354																	
1288	*q'e/irsvt	qrs	A'iBCat	Begräbnis; Leichentuch; Leichnam	81, 356, 358, 424, 428	ⲕⲁⲓⲥⲉ	ⲕⲁⲓⲥⲓ				ⲕⲉⲏⲓⲥⲓ, ⲕⲏⲓⲥⲓ	ⲕⲉⲥⲉ										
1289	qrš	qrš		schmeicheln	167	ⲕⲱⲣϣ																
1290	*q'aršv(y)	qrš	A'aBCaw	Schmeichler	167	ⲕⲟⲣϣϥ																
1292	*q'esyvw	qsy		Knochen	382, 434, 435, 520	ⲕⲁⲁⲥ, ⲕⲁⲥ, ⲹⲉⲉⲥ			ⲕⲉⲥ		ⲕⲉⲥ, ⲕⲏⲏⲥ				ⲕⲏⲏⲥ							
1293	*q'esyvw	qsy		Knochen	382, 434, 435, 520				ⲕⲉⲉⲥ		ⲕⲉⲉⲥ											
1294	qrs	qrs		begraben u.ä.; Begräbnis	764	ⲕⲱⲱⲥ	ⲕⲱⲥ															
1295	*q'ewqv(y)	qwq	A'iBCaw	Schale; Nuss	244, 795	ⲕⲟⲩⲕ																
1298	*q'aꜣjvt	qꜣj	A'aBCat	hochgelegenes Land; Hügel; hochgelegenes Feld	125	ⲕⲟⲓⲉ																
1299	*qvꜣj'aw	qꜣjw	A'uBCaw	Höhe; Länge	93	ⲕⲟⲟⲩ																
1300	*q'aꜣ	qꜣ	A'i:BaC	hoch	143									ⲹⲟ								
1301	*qvꜣ'i:bvt	qꜣb	AuB'i:Cit	Brust	232	ⲉⲕⲓⲃⲉ																
1303	*qvꜣ'eb	qꜣb	AuB'iC	Band o.ä.	228	ⲕⲁⲡ	ⲕⲁⲡ															
1304	*q'iꜣbv(w)	qꜣb	A'iBCaw	Wicklung; Falte	79, 83, 332, 541	ⲕⲃⲃⲉ																
1305	*qaꜣbv(y)	qꜣb	A'aBCuw	Verdopplung	65, 369	ⲕⲟⲟⲃⲉϥ, ⲕⲱⲃⲉϥ																
1306	qꜣb	qꜣb		verdoppeln	65	ⲕⲱⲃ																
1307	*q'iꜣbv(w)	qꜣb	A'iBCaw	Wicklung; Falte	79, 460, 575	ϭⲓⲃⲉ																
1308	*q'iꜣbv(w)	qꜣb	A'iBCaw	Falte; Runzel	332, 541, 614		ϭⲓⲡⲥ															
1310	*qvꜣd'a:(j/yuy)	qꜣd	AaB'a:Cuw	Pfanne; Herd; Feuerstelle o.ä; Brennholz; Brennmaterial	188, 487	ϭⲉϭⲟⲩ	ϫⲁϫⲱ															
1311	kk < qꜣd	kk < qꜣd		rösten; braten; brennen lassen	188	ϭⲱϭ																
1312	*q'aꜣdvj/y	qꜣdjy		anzünden; erhitzen; backen	719	ⲧⲱⲕ	ⲑⲱⲕ				ⲧⲱⲕ											
1314	*q'aꜣḥv(y)	qꜣḥ	A'aBCaw	Klammer; Hülle; Scheide	170, 369, 817	ⲕⲟⲉⲓϩ																
1317	*q'uꜣrvt	qꜣr		Riegel	374, 480, 677	ⲕⲗⲗⲉ					ⲕⲏⲗⲗⲓ											
1320	*q'aꜣꜥvw	qꜣꜥ	A'aBCiw	Ausgespienes; Nasenschleim	237, 305		ⲕⲟⲓ															
1321	*qvꜣq'aꜣꜥv(y)	qꜣqꜣꜥ		Nasenschleim; Rotz	237, 305		ⲕⲁⲕⲟⲓ															
1322	*q'eꜥḥv(y)	qꜥḥ	A'iBCaw	Augenwinkel	244, 679	ⲕⲁⲓϩ																
1323	*qvꜥ'eḥ	qꜥḥ	AuB'iC	Oberarm; Schulter	228, 398	ⲕⲉϩ	ⲕⲁϩ, ⲕⲉϩ															
1324	*qvꜥ'e/iḥtvj	qꜥḥt		Hüfte; Oberschenkel	398, 787	ⲕⲉϩⲧⲉ																
1325	*q'aꜥḥ(ew)	qꜥḥ	A'aBCiw	Ecke; Winkel; Seite; Spitze; Stück	237	ⲕⲟⲟϩ																
1332	*r'edwvt	rdw		Pflanzen	293, 701	ⲣⲁⲧⲉ																
1334	*r'a:dv(w)	rd	AaB'a:Cuw	Pflanze; Gewächs	184	ⲣⲱⲧ	ⲣⲱⲧ	ⲣⲱⲧ														
1335	*r'uwḏvw	rwḏ	A'uBCiw	Inspektor; Verwalter; ein Titel	176	ⲣⲏⲧ																
1337	*r'i:gv(y)	rg	A'iBCaw	Verhüllung	82, 332		ⲗⲓⲝ		ⲗⲓⲕ													
1338	rgj	rgj		verbergen	82	ⲗⲱϭⲉ																
1339	*l'e:hv(y)	lh		Sorge; Angst	457	ⲗⲉϩ																
1340	*l'e:hv(y)	lh		Sorge; Angst	457				ⲗⲏϩ													
1341	*rvḫ'at	rḫt	AaB'aC	Schlag	42		ⲉⲣϧⲟⲧ															
1342	*r'aḫtvt	rḫt	A'aBCut	Schlag	67	ⲣⲁϩⲧⲥ																
1344	rḫt	rḫt		Wächer	667		ⲣⲁϧⲓ															
1345	*r'eḫtvy	rḫt	A'aBCaw	Wäscher	168	ⲣⲁϩⲧ, ⲣⲁϧⲧ																
1346	rḫt	rḫt		waschen	667	ⲣⲱϩⲉ	ⲣⲱϧⲓ	ⲣⲱⳉⲉ														
1347	*r'eḫ(jvy)	rḫ	A'uBCiw	klug	179, 434						ⲗⲏϣ											
1349	rḫt	rḫt		messen	694																	
1350	rḫ(jy)	rḫ		der Wissende; Kundige	695						ⲗⲏϣ			ⲫⲣⲏⲭ								
1352	*r'eḫ(jvy)	rḫ	A'uBCiw	klug	179, 434			ⲣⲉⲉⳉϥ, ⲣⲉⳉϥ														
1354	*r'ahdvt	rhd		Kessel	364	ⲗⲟϩⲧⲉ, ⲣⲁϩⲧ, ⲣⲁϩⲧⲉ, ⲣⲟϩⲧⲉ, ⲣⲱϩⲧⲉ				ⲣⲉϩⲧⲉ, ⲣⲉϩϯ	ⲗⲁϩϯ											
1355	*r'ekḥvt	rkḥ	A'uBCit	Brennmaterial	230		ⲣⲁⲕϩⲓ															
1356	rkḥ	rkḥ		(ver)brennen	230, 236, 793	ⲣⲱⲕϩ																
1357	*r'akḫv(y)	rkḫ	A'aBCiw	Brennmaterial; Brennholz	230, 236, 793		ⲣⲟⲕϩ															
1358	*r'emjv(j/w)	rmj		Nilbarsch; Fisch	429	ⲣⲁⲁⲙⲉ, ⲣⲁⲙⲉ	ⲣⲁⲙⲓ															
1362	*ram'a:nvw	rmn	AaB'a:Cuw	Träger; Säule; Türpfosten o.ä.	185, 636	ⲣⲁⲙⲟⲩⲛ, ⲣⲁⲙⲟⲩⲛⲉ, ⲣⲁⲙⲱⲛ, ⲣⲁⲙⲱⲛⲉ																
1364	*rvmn'e:(wej/w)	rmn	AaB'i:Cij/w	Oberarm; Schulter; Seite; Hälfte; Halbarure; ein Ackermass	195, 493	ⲣⲉⲣⲙⲏ																
1365	*r'a:mvṯ	rmṯ		Mensch	842	ⲣⲱⲙⲉ																
1367	*r'anwvt	rnw	A'aBCat	Mädchen; Jungkuh	213	ⲣⲟⲟⲩⲛⲉ																
1368	*r'anpvt	rnp	A'aBCat	das sich Verjüngende' Ernuernde'; Jahr	130	ⲣⲟⲙⲡⲉ																
1371	*r'eqtvt	rqt		Beugung; Neigung	335	ⲣⲁⲕⲧⲥ																
1372	*rvqr'i:qvt	rqrq		Einnicken	307	ⲣⲉⲕⲣⲓⲕⲉ																
1374	*r'i:qvt	rq		neigen; beugen	307, 335	ⲣⲓⲕⲉ																
1375	*svr'a:qv(y)	srq	AaB'a:Cuw	Haken	186	ϣⲧⲟⲩⲗ																
1377	*r'e/irjvt	rrj		Sau	355, 429, 435, 468	ⲣⲁⲁⲣ, ⲣⲁⲁⲣⲉ, ⲣⲁⲓⲣⲉ																
1381	*r'e:/u:svw	rs		Süden	378	ⲣⲏⲥ	ⲣⲏⲥ	ⲣⲏⲥ	ⲣⲏⲥ		ⲣⲏⲥ											
1382	*r'as(w)vw	rs	A'aBCuw	Wachen; Wachsamkeit; wachen; Wache; Wachen	64, 529	ⲣⲟⲉⲓⲥ																
1383	rs	rs		wachen	523		ⲣⲱⲥ															
1384	*rvs'a:yvt	rsy	AuB'a:Cvt	Hürde; Wohnung; Gehöft; Wachtturm; Viehhürde	265	ⲣⲥⲱ																
1386	*r'ešwvt	ršw	A'iBj/wit	sich freuen	52, 384	ⲣⲁϣⲉ																
1388	*s'eršv(y)	srš	A'iBCaw	Spott	83		ϣⲉⲣϣⲓ															
1389	*rvw'aj	rwj	AaB'aj/w	aufhören	47, 668	ⲗⲟ			ⲗⲟ		ⲗⲁ											
1390	*r'e/uwjvw	rwj	A'uBCiw	Stroh(-halm)	178, 447			ⲣⲉⲓⲟⲩⲉ	ⲣⲁⲩⲉ		ⲗⲁⲟⲩⲓ											
1391	*r'e/uwjvw	rwj	A'uBCiw	Stroh(-halm)	178, 447	ⲣⲟⲟⲩⲉ	ⲣⲱⲟⲩⲓ															
1392	rwḏ	rwḏ		sich freuen	72		ⲉⲣⲟⲩⲟⲧ															
1394	*r'awḏv(y)	rwḏ	A'aBCuw	Festigkeit; Gesundheit	72		ⲣⲱⲟⲩⲧ															
1395	*r'awḏv(y)	rwḏ	A'aBCuw	Festigkeit; Gesundheit	72		ⲣⲱⲟⲩⲧϥ															
1398	wršw	wršw	A'aBCaj/w	sich sorgen	39	ⲣⲟⲟⲩϣ																
1400	*r'aj	rj		Mund; Tür; Strang	382, 484, 668, 870	ⲣⲟ	ⲣⲟ	ⲣⲟ	ⲣⲟ		ⲗⲟ											
1401	*r'a:jvw	rj		Mund; Tür; Strang	382, 484, 668, 870	ⲣⲱⲟⲩ	ⲣⲱⲟⲩ	ⲣⲱⲟⲩ	ⲣⲱⲟⲩ		ⲗⲱⲟⲩ											
1403	*r'e:/iꜥ(vw)	rꜥ		Sonne	20, 457	ⲣⲏ	ⲣⲏ	ⲣⲓ	ⲣⲏ		ⲣⲉ	ⲣⲉ										
1405	*s'e/it	st		ja; sie (pl.)	408	ⲥⲉ	ⲥⲉ	ⲥⲉ	ⲥⲉ		ⲥⲏ	ⲥⲏ										
1409	*š'e:/u:(w)v(j)	š		Brunnen	495, 497, 741	ϣⲏⲓ	ϣⲏⲓ	ϣⲏⲓ	ϣⲏⲓ		ϣⲏⲓ											
1410	*š'u(wj)vw	š		Brunnen	495, 497, 741	ϣⲏⲩ																
