TLA__ID	TLA__form	TLA__meaning_en	TLA__meaning_de
d1188	wꜣḥ		Plus; Überschuß
d1189	wꜣḥ		und
d1194	wꜣḥ		[Hilfsverb des Perfekts]
d1195	wꜣḥ		Halteplatz(?); Wegkapelle
d1196	wꜣḥ		Botschaft, Angelegenheit; Antwort, Deutung, Erklärung
43020	wꜣḥ	wreath; garland	Kranz; Girlande (aus Blumen, Gold)
43030	wꜣḥ	[noun]	[Substantiv]
43040	wꜣḥ	[a mineral]	[ein Mineral]
43190	wꜣḥ.yt	precinct	Niederlassung
43060	wꜣḥ.wt	oblations	Spende (o. Ä.)
43050	wꜣḥ.t	[a fem. mourner]	[ein Klageweib]
43070	wꜣḥ.t	way station (on a processional way)	Station (der Prozessionsstraße)
866846	wꜣḥ.t		Auge
856152	wꜣḥ.tj		Opferer (?)
43220	wꜣḥwꜣḥ	[verb]	[Verb]
67240	mꜣḥ	wreath; garland	Kranz; Traube; Ranke
d2603	mḥ		Kranz
73440	mḥ	to coil around (of snakes)	umwinden (von Schlangen); umwinden (von Kränzen); schmücken
129860	swꜣḥ	to make endure; to endure	dauern lassen; dauern
43210	wꜣḥ.yt	offerings	Opferspende
858108	wꜣḥ		Dauer
43010	wꜣḥ	to lay down; to offer; to endure	legen; dauern; opfern; zurücklassen
42920	wꜣr	to tie up	(den Sack) zusammenschnüren
42950	wꜣr	to curse; to blame	verwünschen; tadeln
42980	wꜣr.t	rope; cord	Schnur; Strick
42990	wꜣr.w	[a bracelet]	[ein Gürtelband]
42940	wꜣr	to dance	tanzen (o. Ä.)
42960	wꜣr	reed flute; reed	Rohrflöte (?); Rohr
44230	wꜥ.tj	sole; single	einzig; allein
44370	wꜥ.tjw	one (numerical concept)	die Einer (Zahlbegriff, koll.) (neben Hunderte, Zehner)
400114	wꜥb	pure	rein
44430	wꜥb	to purify; to be pure	reinigen; rein sein; frei sein (unbenutzt sein)
44440	wꜥb	purity; purification	Reinheit; Reinigung
44450	wꜥb	pure one	der Reine; der Freie; der Freigestellte
44460	wꜥb	wab-priest	Wab-Priester
44470	wꜥb	to serve as priest	Priester sein; Priesterdienst tun
44480	wꜥb	pure place	reine Stätte
44490	wꜥb	meat offering	Fleischstück (zum Opfern)
44510	wꜥb	human being; freeman	Mensch; freier Bürger
44520	wꜥb.t	wab-priestess	Wab-Priesterin
44530	wꜥb.t	pure garment (for gods)	reines Gewand (für Götter)
44540	wꜥb.t	pure place (workshop for crafts, for embalming); tomb	reine Stätte (Balsamierungsstätte, Werkstatt); Heiligtum; Grab
44550	wꜥb.t	pure place (heavens)	reine Stätte (Bez. des Himmels)
44560	wꜥb.t	meat; flesh (for offerings)	Fleischstück; Fleischopfer
44570	wꜥb.t	food offerings (lit. what is pure)	Opferspeisen (das Reine)
44580	wꜥb.wt	priestly duty (for the month)	Priesterdienst (monatlich)
44620	wꜥb.w	pure garment (for the gods, the dead)	reines Gewand (für Götter und Tote)
44630	wꜥb.wt	meat; flesh (for offerings)	Fleischstücke
855694	wꜥb		Wab-Priester
858088	wꜥb.t		Reinigung; Reinheit
860551	wꜥb		Reiner
866864	wꜥb		Reines
850111	Wꜥb	Gebel Barkal	Der Reine (Gebel Barkal)
853177	Wꜥb		Das Reine (Domäne)
44500	wꜥb	base; stand	Stütze; Sockel
852709	wꜥb		[ein Wasserstrom (?)]
858087	wꜥb.t		[Substantiv]
d1275	wꜥb		Reinheit; Reinigung
d1274	wꜥb		rein sein; reinigen
d1276	wꜥb		Priester; [andere eponyme Priester (außer Alexanderpriester)]
d1279	wꜥb		Kapelle, Heiligtum
d1277	wꜥb		"Toter (wörtl. ""Reiner"")"
dm3290	wꜥb		rein
d1282	wꜥb(.t)		Priesterin
d1284	wꜥb.t		Balsamierungsstätte; Waschplatz (o.ä.)
d1285	wꜥb.t		Speisetisch
130010	swꜥb	to cleanse; to purify	reinigen
130020	swꜥb		[Bez. für Natron]
d5118	swꜥb		reinigen
dm7860	swꜥb		Reinigung
44680	wꜥr	to flee; to move quickly	fliehen; eilen
44690	wꜥr	fugitive	Flüchtling
44730	wꜥr.t	flight	Flucht
44740	wꜥr.t	leg	Bein
44810	wꜥr.w	hastiness	Hast
44680	wꜥr	to flee; to move quickly	fliehen; eilen
44310	wꜥꜣ	to curse (someone)	schmähen
24730	ym	sea (Sem. loan word)	Meer
20070	yꜣ	oh!	oh!; wahrlich!
137910	znḥm	locust; grasshopper	Wanderheuschrecke
31	ꜣw	length	Länge
37	ꜣw.t	length; span	Länge; Spanne
400588	ꜣw	long	lang
49	ꜣwi̯	to extend; to be extended (in width, in length)	weit sein; weit machen; ausstrecken
50	ꜣwi̯	to be extended (in width, in length)	lang sein; weit sein
51	ꜣwi̯	to extend; to present (something)	ausstrecken; (etwas) darreichen
34320	ꜥ	arm; hand	Arm; Hand
34340	ꜥ	region; side; administrative area	Gegend; Seite; Verwaltungsgebiet
34350	ꜥ	condition; state (of affairs)	Zustand; Befinden
34360	ꜥ	portion; piece	Portion; Stück
34460	ꜥ	house	Haus
34520	ꜥ	region; area	Mannschaft; Reihe
34530	ꜥ	arm	der Arm (Beiwort des Schöpfers)
34540	ꜥ.t	room; department; dwelling	Kammer; Abteilung (eines Wirtschaftsgebäudes); kleines Haus
34550	ꜥ.t	limb; member	Glied; Körperteil
34570	ꜥ.wt	field	Äcker
34590	ꜥ.wj	hand-shaped clappers	Klappern (in Form von Händen)
854495	ꜥ.t		Teil (von etwas)
855770	ꜥ.t		Stück Fleisch; Portion
36070	ꜥwj.t	[a vessel]	[ein Gefäß]
d47	ꜣwjw		?
d801	ꜥ.wj		Arme, Hände; (in den) Händen (von); [mit ı͗r] sich bemühen
dm200	ꜥ(ꜣ)		Art, Zustand
dm2600	ꜥ		Portion, Stück, Umfang
d802	ꜥ.wj		Portion, Paar; [Maß für Leinen:] Ballen(?)
d330	ı͗ꜣw.t		Vieh
d806	ꜥ.wj		Haus; [von Kultverein]; Ortschaft, Bezirk; Abteilung(?); Platz; Raum, Zimmer, Gemach; Tempel; Grab; Bildfeld; Behälter(?)
dm868	ꜥ.wj		Entscheidung
d796	ꜥ(e).t		Körperteil, Glied
d795	ꜥ(.t)		Kammer, Raum; Haus
34380	ꜥ	document	Schriftstück
34390	ꜥ	shaft; pole	Deichsel; Holzstange
34400	ꜥ	trace; track	Spur
34410	ꜥ	dyke	Deich; Flußbett
36060	ꜥ.wj	[parts of a net]	[Teil des Netzes (Dual)]
35870	ꜥw.t	herds (gen.); flocks	Kleinvieh; Herde
34450	ꜥ	[an agricultural product]	[ein Ackererzeugnis]
34480	ꜥ	act; deed	Aktion; Handlung
34500	ꜥ	[a woven product (?)]	[ein gewebtes Erzeugnis (?)]
34510	ꜥ	person	Person
34470	ꜥ.w	singers (?)	Sängerinnen (?)
34560	ꜥ.t	rope; halliards (naut.)	Stück Seil; Kordel (an Tür oder Schiffsmast)
865664	ꜥ.tj		Gelenk
d882	ꜥꜥ(e)		(heiliges) Tier
34370	ꜥj	cup; bowl	Napf
800062	ꜥy	to have a right to	einen Rechtsanspruch haben; beanspruchen
35860	ꜥw.t	crook (of a shepherd); scepter	Zepter; Hirtenstab
36240	ꜥw.tj	shepherd; scepter bearer	Schäfer; Zepterträger
dm3250	ꜥtj.t		Hände ('= ꜥ.wj)
d2291	mꜣꜥ		Ort, Platz; Kenotaph; Seite; Grab(platz)
850060	mꜣꜥ		Ort (Stelle)
68200	mjꜥ.t	[loom (?)]	[ein Haus (?)]
855658	mꜥj		[ein Kanal]
93	ꜣbd	month	Monat; Monatsdienst
95	ꜣbd	[a priest serving for the lunar month]	[ein Priester, der den Monatsdienst hat]
97	ꜣbd.w	monthly	monatlich
36750	ꜥb.w	lettuce	Lattich
128660	sꜥꜣi̯	to make great; to increase	groß machen
128670	sꜥꜣ	great	groß
34880	ꜥꜣ.t	precious material (gen.)	Edelstein; wertvolles Material
34920	ꜥꜣ.t	linen; cloth	Leinen; Leinengewebe
450396	ꜥꜣ	linen; cloth (?)	"Leinen; Geweberohstoff (""Grobes""?)"
34750	ꜥꜣi̯	to be great; to become great; to be rich; to grow up	groß sein; groß werden; viel sein; reich sein
34760	ꜥꜣ	great one; elder; leader	der Große; der Ältere; der Vornehme
34770	ꜥꜣ	greatness	das Große; die Größe
34780	ꜥꜣ.w	very	in hohem Maße; sehr
34800	ꜥꜣ	column; pillar; beam	Säule; Stab; Balken
34850	ꜥꜣ.t	great one (goddesses)	die Große (viele Göttinnen)
34860	ꜥꜣ.t	great thing	das Große; die Größe; das Schwierige
34900	ꜥꜣ.t	swelling; tumor	Geschwulst
34930	ꜥꜣ.t	rule	Herrschaft (o. Ä.)
35090	ꜥꜣj	rejoicing	Jubel
35100	ꜥꜣy.t	temple; shrine (gen.)	Heiligtum; Tempel
35110	ꜥꜣy.t	heaven; roof	Himmel; Dach
35120	ꜥꜣj	phallus (?)	Phallus (?)
35240	ꜥꜣ.w	greatness	die Größe
450158	ꜥꜣ	great; large; rich; senior	groß; viel; lang; alt; erhaben
450392	ꜥꜣ	[part of a ship]	(Schiffsteil)
450393	ꜥꜣ	columns (?); vertical timbers (?) (naut.)	Dollenbalken (am Steuerruder)
36610	ꜥbꜣ.yt	rope	Lenkseil; Fessel
313	ꜣgbi̯	to overflow; to flood	überschwemmen; überfließen
314	ꜣgb.w	flood; abundance	Flut; Fülle
317	ꜣgbw	(destructive?) flood	schädliche Überschwemmung (?)
860554	Ꜣgb.t		Flut
860570	Ꜣgb.w		Flut
10630	ꜣgbgb	[noun (a food?)]; abundance (?)	[Nahrungsmittel (?)]; Überfluss (?)
318	ꜣgbgb	to shudder (?)	schaudern (?); sehr überfließen (?)
167120	gp	to overflow; to inundate	überfluten
d1136	ꜥkf		kalt sein
127530	sꜣgb	to water	bewässern
168	ꜣh	to be miserable; to make miserable	elend sein; elend machen
169	ꜣh	to be miserable	elend sein
170	ꜣh	to make miserable	elend machen
171	ꜣht	weakness	Schwäche
174	ꜣh.w	misery; pain; injury	Schmerz
175	ꜣh.w	sufferer; anxious one	Leidender; Bekümmerter
d21	ꜣjḥ		Elend
d184	ꜣhw		Elend, Jammer; Weh!; Elender
35450	ꜥꜣh	[verb]	[Verb]
d3530	rh		Sorge ('= lh)
126930	sꜣhh.w	grumbler (?)	Hass erregen (?); nörgeln (?)
852089	ꜥḏn		beenden
d1166	ꜥḏn		Zerstörung
d1165	ꜥḏn(ꜣ)		vernichten; vertrocknen; aufhören (o.ä.)
42210	Ꜥḏn	Adjen (demon associated with illness)	Adjen (ein Krankheitsdämon?)
862957	Ꜥḏn.yt		[Krankheitsdämon]
20850	jꜣḫ	to shine	glänzen
20860	jꜣḫ.t	radiant one (Hathor)	die Glänzende (Hathor)
20880	jꜣḫ.w	(sun)shine; radiance (esp. of Re)	Glanz; Licht
10490	ꜣḫ	(effective) spirit	Seliger; Toter
10520	ꜣḫ.wt	goods; property	Sache(n); Besitz
200	ꜣḫ	to be glorious; to be beneficial; to be useful	wirkungsmächtig sein; verklärt sein; herrlich sein
201	ꜣḫ	(effective) spirit	Würde als Geist, Geistermacht
202	ꜣḫ	to be an (effective) spirit; to have magic power	Geist sein; zaubermächtig sein
203	ꜣḫ	akh-spirit; glorified spirit (the deceased)	Ach-Geist; Verklärter (seliger Toter); Würde als Geist
204	ꜣḫ	ghost	Gespenst
205	ꜣḫ	to (cause to) become a(n effective) spirit; to glorify	verklärt sein (von Toten); verklären (?); heilig sein
206	ꜣḫ	to be a(n effective) spirit; to be glorified	verklärt sein
207	ꜣḫ	to cause to become a(n effective) spirit; to glorify	verklären (?) (verschrieben für Kausativ)
217	ꜣḫ.t	what is glorious; what is beneficial	Herrlichkeit; Nützliches
218	ꜣḫ.t	akh-spirit; glorified spirit (the deceased)	weibl. Ach-Geist; die Verklärte (selige Tote)
219	ꜣḫ.t	glorious ones (gods)	die Zaubermächtige (von Göttinnen)
220	ꜣḫ.t	uraeus; diadem	Uräus; Diadem
221	ꜣḫ.t	eye (of a god)	Glanzauge (eines Gottes)
253	ꜣḫ.w	(magical) power; mastery	Macht; Zauberkraft
500270	ꜣḫ.w	spells; magical creative power	Zaubersprüche, Verklärungen
500678	Ꜣḫ	Akh-spirit	Ach-Geist
500721	Ꜣḫ.y	Effective-one	Der Wirksame
600475	ꜣḫ	glorious; beneficial; glorified	herrlich; nützlich; verklärt
37480	ꜥfd	nail; peg	Nagel; Stift
198	ꜣḫ	papyrus thicket	Papyrusdickicht
215	ꜣḫ.w	crops	[eine Feldfrucht (?)]
216	ꜣḫ.t	akhet-season (inundation)	Achet-Jahreszeit (Überschwemmungszeit)
251	ꜣḫ.y	plants	Pflanzen
157	ꜣr.wj	pair of bandages (med.)	Doppelverband, Kreuzverband (?) (med.)
158	ꜣr.t	[a covering for the head (wig?)]	[eine Kopfbedeckung (Perücke?)]
132	ꜣm	seizer (Horus as a lion (at Edfu), the king)	der Ergreifende (Horus als Löwe, bes. in Edfu)
133	ꜣm	seizer (hieracosphinx, as a manifestation of Horus)	der Ergreifende (Horus als Falke, bes. in Edfu)
144	ꜣmm	to seize; to grasp	ergreifen
145	ꜣmm	grip (?); grasp	Griff; Faust
146	ꜣmm.t	grasp; grip	Griff; Faust
147	ꜣm(m.t)	grasp	Griff; Faust
148	ꜣmm.w	gripings; spasms (gynaecological term)	[eine Frauenkrankheit]
501096	Ꜣm.w	Seizer	Der Ergreifende
856380	Ꜣmm		Ergreifender
41770	ꜥgrt	wagon (drawn by oxen) (Sem. loan word)	Wagen
107	ꜣpd	bird (gen.); fowl	Vogel (allg.); Geflügel (koll.)
108	Ꜣpd	Bird (a constellation)	Der Vogel (Sternbild)
111	ꜣpd	poultry fat	Geflügelfett (?)
115	ꜣpd.wt	fowl	Geflügel
290	ꜣq	to perish; to come to naught	umkommen; zugrunde gehen
291	ꜣq.w	devastation; ruin	Verwüstung; Ruin
293	ꜣq.w	ruin; misfortune	Ruin
294	ꜣq.yt	loss	Verlust
d231	ꜣq		zugrundegehen, verloren gehen, zerstört werden
127390	sꜣq	to ruin	ruinieren, zugrunde richten
295	ꜣq.w	flour; powder	Mehl (aus pflanzl. und mineral. Stoffen)
10460	ꜣrr	to be frustrated (?)	ungeduldig sein (?)
164	ꜣrr	frustration (?)	Enttäuschung (?)
271	Ꜣs.t	Isis	Isis
400357	Ꜣs.t	Aset	Aset; Isis
d209	Ꜣs.t		Isis
266	ꜣs	to rush; to make rush	eilen; fließen; (jmdn.) eilen lassen
267	ꜣs	to rush	eilen; fließen
268	ꜣs	to hasten; to overtake	(jmdn.) ereilen; eilen lassen
269	ꜣs	quickly; in haste	eilig; eilends
68920	mꜥḥꜥ.t	funerary chapel (for offerings or a stela); cenotaph	Kultstätte; Grab
129190	sꜥḥꜥ	to erect; to set up; to make stand	aufstellen; aufrichten
40100	ꜥḥꜥ	mast	Mastbaum
40110	ꜥḥꜥ	to stand; to stand up	stehen; aufstehen
40120	ꜥḥꜥ	position (of a star)	Position (eines Sternes)
40140	ꜥḥꜥ	heap (of grain, of offerings); property	Haufen (von Getreide, Opfergaben); Besitz
40160	ꜥḥꜥ	quantity	Betrag; Zahl; Menge
40170	ꜥḥꜥ	multitude (of people)	Menge (von Menschen)
40200	ꜥḥꜥ	attendant; helper	"Diensthabender; Helfer (""Aufgestellter"")"
40230	ꜥḥꜥ	height (of something)	Höhe
40260	ꜥḥꜥ.t	quantity (math.)	Größe (math.)
40270	ꜥḥꜥ.t	tomb	Grab
40280	ꜥḥꜥ.w	heap(s); quantity (math.)	Haufen; Fülle; Reichtum; Größe (math.)
40360	ꜥḥꜥ.y	midday	"Mittag (""Stand"" der Sonne)"
40370	ꜥḥꜥ.yt	attendant	"die Diensthabende (""Aufgestellte"")"
40380	ꜥḥꜥ.yt	midday (6th hour of the day)	Mittag (6. Tagesstunde)
40410	ꜥḥꜥ.w	station; position	Standort; Stellung; Stillstand
40420	ꜥḥꜥ.w	stela	Denkstein; Stele
40430	ꜥḥꜥ.w	nape (of the neck); spinal ridge	Nacken
40440	ꜥḥꜥ.w	heron	Reiher
40450	ꜥḥꜥ.w	stander (a sacred snake)	Stehender (Schlangengott)
40470	ꜥḥꜥ.w	obstacles (?)	Hindernisse (?)
851686	ꜥḥꜥ	to get ready to do (something)	sich anschicken (zu tun); [aux./modal]
851887	ꜥḥꜥ	to stand; to get ready to do (something)	aufstehen
40480	ꜥḥꜥ.w	lifetime; duration	Lebenszeit; Zeit
40240	ꜥḥꜥ	treasure; storehouse	Schatz; Magazin; Vorratshaus
127320	sꜣšr.t	[a kind of baked goods]	[ein Gebäck]
287	ꜣšr	to roast	grillen; rösten
288	ꜣšr	roast meat	Gegrilltes
289	ꜣšr.t	roast joint	Grillklein
37510	ꜥm	to know; to come to know	wissen; erfahren
322	ꜣtp	to load; to be laden	beladen; beladen sein; füllen
323	ꜣṯp	[a box]	[ein Kasten]
324	ꜣṯp.w	load; cargo	Last; Fracht
325	ꜣṯp.wt	load; cargo	Last; Ladung
340	ꜣṯp	to load (a ship)	(ein Schiff) beladen
341	Ꜣṯp.y	Laden-one	Der Beladene
37990	ꜥmḏ	to turn away	sich (von etwas) abwenden
37910	ꜥmr	baker	Bäcker
37670	ꜥmꜥ	to rub; to smear	einreiben; verschmieren
37720	ꜥmꜥ.t	mud (also as ointment (med.)); muddy ground	Schlamm, Lehm (auch im Salbmittel)
37740	ꜥmꜥ.t	mud; muddy ground	Schmiere; Lehm; Nilschlamm
38150	ꜥn.t	[smallest unit for measuring time]	[kleinste Zeiteinheit]
38240	ꜥnj	[a cut of beef]	[ein Körperteil des Rindes (als Speise)]
128900	sꜥni̯	to beautify	verschönern
38020	ꜥn	writing board; writing tablet	Schreibtafel (aus Holz oder Metall)
38070	ꜥni̯	to be beautiful; to be kind; to be pleasing	schön sein; freundlich sein
38080	ꜥn	a pleasant man	Guter
38110	ꜥn.t	diadem (?); wig (?); cap crown (?)	Diadem (o. Ä.)
38160	ꜥn.t	beautiful one (Hathor, Nekhbet)	Die Schöne (Hathor, Nechbet)
38180	ꜥn.wt	beauty	Schönheit
38350	ꜥn.w	ornament (or part?) (of a metal vessel)	Verzierung (?) (eines Metallgefäßes)
400159	ꜥn	beautiful; kind	schön; freundlich
600096	ꜥn	to repair; to mend	reparieren; ausbessern
600622	ꜥn.w	beauty	Schönheit
850413	ꜥn	to be beautiful	schön sein
862933	ꜥn	well	Brunnen
38120	ꜥn.t	adze	Queraxt (Dechsel)
38130	ꜥn.t	claw; talon; thumb	Nagel; Kralle; Daumen
38140	ꜥn.t	ring	Ring (aus Metall)
38260	ꜥny	[a part of the human body (?)]	[Teil des menschlichen Körpers (?)]
38050	ꜥn	again; already	wiederum; noch einmal; ferner
600096	ꜥn	to repair; to mend	reparieren; ausbessern
850556	ꜥn	to turn round; to turn to	(sich) umwenden; zuwenden
38390	ꜥnb	to close (the mouth)	(den Mund) verschließen; umschließen
38400	ꜥnb.yt	bundle (of papyrus); basket (of bread)	Bündel; Korb (Maß für Papyrus und Brot)
38370	ꜥnb	alfa-grass (?) (used for matting)	Halfagras
39030	ꜥnḏ	[part of a falcon's wing (tip?)]	[Teil des Flügels]
27700	jnḥ	eyebrow	Augenbraue
27710	jnḥ	to surround; to enclose; to border	umgeben; einschließen; umzingeln
27720	jnḥ.t	[a large beer jug]	[ein großes Gefäß (für Bier)]
27730	jnḥ.w	border	Einfassung (eines Bildes)
27750	jnḥ.t	[a vessel (?)]	[ein Gefäß (?)]
d585	ı͗nḥ		Augenbraue
400954	jnḥ.w	[a small rodent]	[kleines Nagetier (?)]
dm43	ı͗nḥ		Hof
dm2560	mnḏḥ(.t)		Augenbraue
38520	ꜥnḫ	sandal strap	[Zeichen für Sandalenriemen]
38550	ꜥnḫ	[in formulae, to introduce an oath]	so wahr lebt (in der Einleitung eines Eides)
38560	ꜥnḫ	oath	Eid; Schwur
38570	ꜥnḫ	to swear (an oath)	schwören
38580	ꜥnḫ	captive (lit. bound one)	"Kriegsgefangener (""Gebundener"")"
38590	ꜥnḫ	garland; bouquet	Blumenstrauß; Gebinde
38520	ꜥnḫ	sandal strap	[Zeichen für Sandalenriemen]
38550	ꜥnḫ	[in formulae, to introduce an oath]	so wahr lebt (in der Einleitung eines Eides)
38560	ꜥnḫ	oath	Eid; Schwur
38570	ꜥnḫ	to swear (an oath)	schwören
38580	ꜥnḫ	captive (lit. bound one)	"Kriegsgefangener (""Gebundener"")"
38590	ꜥnḫ	garland; bouquet	Blumenstrauß; Gebinde
128910	sꜥnḫ	to make live; to perpetuate; to nourish	beleben; versorgen
128920	sꜥnḫ	sculptor	Bildhauer
128930	sꜥnḫ	to sculpt	bilden (als Bildhauer)
128940	sꜥnḫ	one who sustains	der Belebende
128950	sꜥnḫ	endowment; revernue	Einkommen; Lebensunterhalt
400167	sꜥnḫ	Seankh	PN/m+f
38530	ꜥnḫ	to live; to be alive	leben
38540	ꜥnḫ	life	Leben
38610	ꜥnḫ	life (the inundation)	das Leben (Bez. der Überschwemmung)
38630	ꜥnḫ	life (a mirror)	Spiegel
38670	ꜥnḫ	livelihood	Lebensunterhalt
38710	ꜥnḫ	water of life (given by Isis)	Lebenswasser (das Isis gibt)
38730	ꜥnḫ.t	living (Hathor-Isis)	Lebende
38740	ꜥnḫ.t	living eye (of a god)	Auge (eines Gottes)
38780	ꜥnḫ.t	the west (lit. (place) of life)	"der Westen (""(Platz) des Lebens"")"
38910	ꜥnḫ.w	the living	die Lebenden
400614	ꜥnḫ	living person; inhabitant; member (of a group); soldier	Lebender; Einwohner; Mitglied (einer Gruppe); Soldat
500274	ꜥnḫ	ankh (symbol of life)	Anch (Symbol des Lebens)
852886	ꜥnḫ.t	living person (female); concubine	die Lebende; die Versorgte; Konkubine
38960	ꜥnq	to flow (of the inundation)	fluten
860384	ꜥnq.t		[Flut]
37210	ꜥpšꜣ.y	[an insect]	[ein Käfer]
37220	ꜥpšꜣ.yt	[an insect (grasshopper? roach?)]	[ein Käfer (Heuschrecke? Kakerlake?)]
41180	ꜥq	to enter; to have entrée; to usher (someone) in; to set (of sun)	eintreten; betreten; (etwas) hineinführen; untergehen (von den Gestirnen)
41190	ꜥq.w	friend(s); confidant(s)	Freunde; Vertraute
41430	ꜥq.y	ceremonial entrance (of the king)	feierlicher Einzug (des Königs)
41440	ꜥq.y	one who has access (a priest)	"Priester (""der Eintretende"")"
41450	ꜥq.yt	servant (lit. one who enters)	"Dienerin (""eine, die eintritt"")"
41470	ꜥq.w	loaves (of bread); income	Einkünfte; Brot
41520	ꜥqw	to hire (cattle)	[Verb]
500254	ꜥq.t	entry (to the nether world)	Zugang (zum Westen)
550196	ꜥq.t	entry	das Eintreten
851300	ꜥq		"Vertrauter (""Eintretender"")"
859008	ꜥq.yt		Dienerin
d1120	ꜥq(e)		eintreten; Dienst antreten; einmünden(?); [vom Eindringen eines Dämons]; anlegen (Amulette, Kampfausrüstung)
d1121	ꜥq		eintreten lassen, bringen
d1123	ꜥq		Brot, Ration, Nahrung, Unterhalt; Einkommen
d875	ꜥjq		Fest, Einweihung
41200	ꜥq	[verb (med.)]	[Verb (von Geschwülsten)]
41490	ꜥqw	[a staff (?)]; [a kind of wood (?)]	[ein Stab (?)]; [ein Holz (?)]
41240	ꜥq	cormorant (lit. diver)	"Kormoran (""Eintaucher"")"
41460	ꜥqꜥq	to enter; to penetrate	betreten; erreichen
41480	ꜥqw	[a body of water (in the heavens?)]	[ein Gewässer am Himmel (?)]
41210	mꜥq	undergarment (?)	Unterkleid (?)
68950	mꜥq	skewer	Grillspieß
68960	mꜥq	to roast on a skewer	(am Spieß) grillen
68970	mꜥq	roast on a skewer; kebab	Spießbraten
76850	mk	festival	Fest
129310	sꜥq	to make enter; to send in	eintreten lassen; hineinführen
129320	sꜥq	introducer (temple porter)	[Bez. des Tempelpförtners]
129350	sꜥq.y	recruit (?); conscript (?)	Einberufener (?); Angeworbener (?)
855294	sꜥq.w		[ein Mineral]
861169	sꜥq		Einführungsstelle (?)
39180	ꜥr	pebble	Kiesel; Stein
39190	ꜥr	playing piece (?)	Spielstein (?)
39200	ꜥr	seed (or pit, of a fruit)	Kern (einer Frucht)
39410	ꜥrꜥr	shrewmouse	Spitzmaus
39140	ꜥr	to mount up; to touch	aufsteigen; berühren
39150	ꜥr	stairway	Treppe
39330	ꜥr.yt	ascender (the flood)	die Aufsteigende (Flut)
39780	ꜥrt	upper chamber (Sem. loan word)	hochgelegenes Gemach (auf dem Dach)
39160	ꜥr	reed	Binse; Schilfrohr
39210	ꜥr.t	(lotus) stalk; stem	Stängel (Lotos, Schilf)
39140	ꜥr	to mount up; to touch	aufsteigen; berühren
39150	ꜥr	stairway	Treppe
39330	ꜥr.yt	ascender (the flood)	die Aufsteigende (Flut)
856410	ꜥr		Aufsteigender
856451	ꜥr.t		Aufsteigende
39800	ꜥrḏ	to terrify (Sem. loan word); to hold on to	(den Feind) erschrecken; festhalten
d1050	ꜥrḏ		fest machen, sicher machen, schützen; ermutigen; verschließen
dm7604	ꜥrḏ		Sicherheit, Festigkeit; [mit r oder n davor] gründlich genau, gewissenhaft
39630	ꜥrq	to complete; to stop (doing something)	vollenden; aufhören (etwas zu tun)
39680	ꜥrq	end	Ende; Extremität
39740	ꜥrq.y	month's end (i.e., the last day)	letzter Monatstag
39600	ꜥrq	to bend; to pull together	(sich) krümmen; biegen; zusammenziehen
39610	ꜥrq	ankle (?)	"Fußgelenk (""Gekrümmtes"")"
39620	ꜥrq	to tie on; to don (a garment)	umbinden
39650	ꜥrq	to swear (an oath); to abjure	schwören; beschwören
39660	ꜥrq	sack	Sack
39690	ꜥrq	corner; turning	Ecke; Wendung; Biegung; Winkel
39700	ꜥrq	bandage	Bändchen
39740	ꜥrq.y	month's end (i.e., the last day)	letzter Monatstag
39750	ꜥrq.yt	cleverness	Klugheit
854499	ꜥrq		umbinden; biegen
854608	ꜥrq		Schwur
856688	ꜥrq.t		Ende
39670	ꜥrq	[an item of chariot equipment]	[Teil des Wagens (Sack oder Korb?)]
39760	ꜥrq.w	welts (med.)	Striemen (med.)
d1043	ꜥrq		schwören; [mit reflexivem Pronomen] sich eidlich binden '= schwören
d1064	ꜥlq		Ecke, Winkel
d182	ꜣlg		Beinschiene
d1142	ꜥkl		[Metall]; Beinschiene (vgl. ꜣlg)
852049	mꜥrq		[ein Kleidungsstück (?)]
d1045	ꜥrqj		letzter Monatstag
39630	ꜥrq	to complete; to stop (doing something)	vollenden; aufhören (etwas zu tun)
39640	ꜥrq	to know; to be wise	klug sein; verständig sein; verstehen
39680	ꜥrq	end	Ende; Extremität
129030	sꜥrq	to complete; to bring to an end	zu Ende bringen; vollenden; aufhören lassen
129040	sꜥrq	to slay	(Feinde) völlig vernichten
39650	ꜥrq	to swear (an oath); to abjure	schwören; beschwören
39590	ꜥršn	lentils (Sem. loan word)	Linsen
40890	ꜥš	to summon	rufen
40900	ꜥš	call; summons; anouncement	Ruf; Anrufung; Ankündigung
40920	ꜥš	to moan	ächzen
40930	ꜥši̯	to moan	ächzen
41110	ꜥšjw	to boast (?)	prahlen (?)
41150	ꜥš.wt	crying (of a child)	Geschrei (eines Kindes)
41010	ꜥšꜣ	to be numerous; to be rich	viel sein; zahlreich sein; reich sein
41011	ꜥšꜣ	numerous; common	viel; zahlreich; gewöhnlich
41020	ꜥšꜣ	quantity; multitude	Menge; Vielheit
41050	ꜥšꜣ.wt	multitude; the many (people)	Menge; Masse; Volk
450155	ꜥšꜣ	very; often	sehr; oft; vielfach
450171	ꜥšꜣ	miscellaneous	Diverses (?)
41040	ꜥšꜣ	lizard	Eidechse; Gecko
149660	sdꜣ	to tremble	zittern; zittern lassen
149680	sdꜣdꜣ	to tremble; to make tremble	zittern; zittern lassen
181070	dgꜣ	fruit	Frucht
